query_id,consensus_law,style,query_text,gold_label_mentioned,any_law_mentioned,mentioned_laws
MSchG_T034_scenario_v01,MSchG,scenario,Kontext: Ich bin Fahrzeughalter:in in Dornbirn. vor 2 Wochen gab es mit Behörde ein Problem: Mutterschutzfrist vor/nach Geburt und Arbeitsplatzanpassung: Aufschiebende Wirkung. Es geht um 80 EUR. Kommunikation via Chat. Belege: Fotos. Unklar ist die Zuständigkeit (Landesverwaltungsgericht oder Gericht). Stichwort: Patentamt. Welche Rechtsfolgen drohen bei Verstoß? (Frist/Zuständigkeit/Nachweis),False,False,
UVP-G_T057_fragment_v01,UVP-G,fragment,Parteistellung von NGOs - Verjährung - Genehmigungsverfahren zuständig,False,False,
IG-L_T035_procedural_v01,IG-L,procedural,"Wie läuft das Verfahren bei Umweltzone und Kennzeichnung: Rechtsmittel ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
AktG_T057_nl_short_v01,AktG,nl_short,Aufsichtsrat: Vergütung: Form/Antrag: Behörde oder Gericht?,False,False,
SPG_T051_procedural_v01,SPG,procedural,"Wie läuft das Verfahren bei Beschwerde gegen polizeiliche Maßnahme: Durchsetzung ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
GewO_T058_nl_long_v03,GewO,nl_long,"Sachverhalt (Klagenfurt, im November 2025): Ruhendmeldung und Wiederaufnahme - Kosten/Gebühren. Beteiligte: Kund:in vs Bank. Betrag: 5200 EUR. Belege: Mahnung. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
KStG_T059_authority_v01,KStG,authority,Mindest-KöSt und Fälligkeit: Kosten/Gebühren: Wie bringe ich das bei Bundesfinanzgericht ein (Form/Frist)?,False,False,
AWG_T010_procedural_v01,AWG,procedural,"Sanktionen zu Zuständigkeit und Anzeige: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
WGG_T034_scenario_v02,WGG,scenario,Fall: Kurzfall: Befristung/Weitergabe von WGG-Wohnungen - Voraussetzungen - Studierende:r (Wien) vs Gemeinde. Kommunikation via Webformular. Betrag: 590 EUR. Welche Fristen und welches Verfahren sind zu beachten?,True,True,WGG
UrlG_T043_nl_short_v02,UrlG,nl_short,Welche Rechte/Pflichten habe ich bei Urlaubsanspruch: Berechnung bei Teilzeit: Zustellung? (gemäß UrlG),True,True,UrlG
GewO_T045_procedural_v02,GewO,procedural,"Welche Formvorschriften gelten bei Gewerbe in Wohnung/Homeoffice: Zulässigkeit - Zustellung (schriftlich, Frist, Begründung)?",False,False,
EO_T013_authority_v01,EO,authority,Fahrnisexekution: Sanktionen zu Sicherungsexekution vor Rechtskraft: Wie bringe ich das bei Landesverwaltungsgericht ein (Form/Frist)?,False,False,
VersVG_T019_nl_short_v03,VersVG,nl_short,Regress der Versicherung - Form/Antrag: was sind die Voraussetzungen?,False,False,
PatG_T012_fragment_v01,PatG,fragment,Arbeitnehmererfindung und Rechte: Voraussetzungen Oberlandesgericht,False,False,
MSchG_T053_keyword_v02,MSchG,keyword,mutterschutz beschäftigungsbeschränkung schichtbetrieb zustellung schwechat 80eur webformular mail korrespondenz vor monat bescheid frist,False,False,
EO_T058_procedural_v01,EO,procedural,"Wie läuft das Verfahren bei Ausnahmen zu Zwangsversteigerung einer Liegenschaft - Exekutionsbewilligung ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
AlVG_T041_scenario_v02,AlVG,scenario,Sachverhalt: Ich bin Nachbar:in in Innsbruck. vor 2 Wochen gab es mit Online-Shop ein Problem: Zumutbarkeit von Jobs und Sanktionen - Nachweise/Beweise. Kommunikation via Brief. Stichwort: Meldepflicht. Frage: Welche Rechte und Pflichten bestehen?,False,False,
EO_T039_authority_v01,EO,authority,Bei Haftung zu Exekution auf Bankguthaben: Muss ich zu Exekutionsgericht oder zum Gericht? - EO?,True,True,EO
BWG_T027_fragment_v02,BWG,fragment,Frage zu Sicherheiten und Pfandrecht: Zuständigkeit zuständig,False,False,
GrEStG_T032_fragment_v03,GrEStG,fragment,GrESt bei Übergabe im Rahmen Scheidung: Nachweise/Beweise Wels,False,False,
AVG_T016_authority_v02,AVG,authority,Welche Stelle ist zuständig bei Säumnis der Behörde und Begründungspflicht - Kosten/Gebühren (z.B. Finanzamt)?,False,False,
GmbHG_T015_scenario_v03,GmbHG,scenario,Kontext: Ich bin Patient:in in Wiener Neustadt. vor einem Monat gab es mit Telekom-Anbieter ein Problem: Bestellung/Abberufung von Geschäftsführer:in und Verstoß gegen Weisungen: Haftung. Betrag: 2300 EUR. Belege: Mahnung. Unklar ist die Zuständigkeit (Magistrat oder Gericht). Welche Ansprüche kann ich geltend machen? (Frist/Zuständigkeit/Nachweis),False,False,
AngG_T010_keyword_v02,AngG,keyword,zuständigkeit arbeitsgericht kosten gebühren feldkirch 780eur brief agb auszug sommer 2026 verfahren beschwerde,False,False,
GlBG_T043_procedural_v02,GlBG,procedural,"Frage zu Diskriminierung im Job wegen sexueller Orientierung: Voraussetzungen: Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
VKG_T025_authority_v01,VKG,authority,Bei Meldung der Väterkarenz beim Arbeitgeber: 3-Monats-Vorankündigung und Rückkehrrecht - Familienzeitbonus: Muss ich zu Arbeits- und Sozialgericht Wien oder zum Gericht?,False,False,
VwGG_T043_fragment_v02,VwGG,fragment,Zustellung zu Kosten und Pauschalgebühr (aufschiebende Wirkung) frist - VwGG,True,True,VwGG
SchUG_T012_scenario_v03,SchUG,scenario,"Sachverhalt (Krems, letzte Woche): Konflikte mit Lehrkraft: Schulleitung. Beteiligte: Opfer vs Schule. Es geht um 2300 EUR. Dokumentiert durch AGB-Auszug. Es liegt ein Schreiben/Bescheid von Bildungsdirektion vor. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.",False,False,
AÜG_T006_nl_short_v01,AÜG,nl_short,Schutzvorschriften für Leiharbeitnehmer:innen - Zuständigkeit: was sind die Voraussetzungen? unter Bezug auf AÜG,True,True,AÜG
AktG_T040_nl_long_v02,AktG,nl_long,"Sachverhalt (Steyr, gestern): Aufsichtsrat: Interessenkonflikt: Form/Antrag. Beteiligte: Studierende:r vs Bank. Es geht um 150 EUR. Dokumentiert durch Fotos. Unklar ist die Zuständigkeit (VfGH oder Gericht). Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
TSchG_T048_keyword_v01,TSchG,keyword,tierversuche bewilligung kontrollen nachweise beweise linz 240eur mail kontoauszug vor 3 bescheid frist,False,False,
TSchG_T037_authority_v03,TSchG,authority,Verbot bestimmter Haltungsformen - Nachweise/Beweise: Zuständigkeit Bezirkshauptmannschaft vs Gericht - und welche Frist,False,False,
BWG_T050_nl_long_v01,BWG,nl_long,"Sachverhalt (Amstetten, vor 3 Tagen): Frage zu FMA-Beschwerde und Aufsicht: Form/Antrag. Beteiligte: Beschuldigte:r vs Kund:in. Es geht um 1200 EUR. Belege: Vertrag. Unklar ist die Zuständigkeit (FMA oder Gericht). Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?",False,False,
UGB_T012_keyword_v02,UGB,keyword,gewährleistung mängelrüge unternehmensgeschäft software abo verjährung spittal drau 380eur brief mahnung bescheid frist (gemäß UGB),True,True,UGB
StbG_T034_procedural_v02,StbG,procedural,"Frage zu Einbürgerung trotz Strafregister?: Verjährung (Strafregister): Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
KommStG_T003_scenario_v03,KommStG,scenario,Kurzfall: Befreiungen/Erleichterungen: Verjährung - Kund:in (Innsbruck) vs Gemeinde. Kommunikation via persönlich am Schalter. Es geht um 7900 EUR. Welche Fristen und welches Verfahren sind zu beachten? - bitte mit Hinweis zu Fristen und Zuständigkeit.,False,False,
AVG_T042_authority_v03,AVG,authority,Bescheid: Verwaltungsverfahren: Parteiengehör bei Parkausweis - Sanktionen: Zuständigkeit VwGH vs Gericht - und welche Frist?,False,False,
TKG_T019_scenario_v02,TKG,scenario,Kontext: Ich bin Vermieter:in in Schwechat. heute gab es mit Behörde ein Problem: Frage zu Störung/Leistungsausfall bei Festnetzvertrag und Schlichtung: Haftung. Kontakt über Webformular. Nachweis: Gutachten. Unklar ist die Zuständigkeit (VwGH oder Gericht). Welche Fristen und welches Verfahren sind zu beachten? (Frist/Zuständigkeit/Nachweis),False,False,
VersG_T021_fragment_v03,VersG,fragment,Vermummungsverbot und Ausnahmen: Kosten/Gebühren 240eur,False,False,
NAG_T048_nl_long_v03,NAG,nl_long,Ich bin Vermieter:in in Amstetten. im Februar 2026 gab es mit Schule ein Problem: Frage zu Familiennachzug: Nachweise und Fristen: Nachweise/Beweise. Kontakt über Chat. Belege: Lieferschein. Es liegt ein Schreiben/Bescheid von Finanzamt vor. Stichwort: Aufenthaltstitel. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
TSchG_T003_nl_short_v01,TSchG,nl_short,Tierversuche: Bewilligung und Kontrollen - Durchsetzung - brauche ich einen Antrag/Nachweis?,False,False,
AZG_T045_fragment_v01,AZG,fragment,Frage zu Verstöße und Verwaltungsstrafen: Rechtsmittel 780eur,False,False,
EKHG_T018_nl_short_v03,EKHG,nl_short,Welche Kosten/Risiken gibt es bei Mitverschulden und Schadenersatz bei Unfall mit Motorrad - Fristen (Personenschaden)?,False,False,
StbG_T058_procedural_v02,StbG,procedural,"Welche Formvorschriften gelten bei Verleihung: Frage zu Verleihung als Ermessensentscheidung: Rechtsmittel (schriftlich, Frist, Begründung)? - StbG",True,True,StbG
KartG_T021_nl_long_v02,KartG,nl_long,"vor 18 Monaten in Innsbruck: Frage zu Zuständigkeit Kartellgericht/BWB: Verjährung. Thema: Kartellgericht. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
NoVAG_T021_keyword_v02,NoVAG,keyword,befreiung ermäßigung auto sonderfällen graz 7900eur telefon agb auszug sommer 2026,False,False,
KBGG_T046_authority_v03,KBGG,authority,Bei Karenz: Partnerschaftsbonus und Auszahlung: Muss ich zu Finanzamt oder zum Gericht?,False,False,
MSchG_T038_fragment_v01,MSchG,fragment,Markenanmeldung: Mutterschutz: Beschäftigungsbeschränkung bei Schichtbetrieb: Kosten/Gebühren 240eur,False,False,
UVP-G_T048_fragment_v03,UVP-G,fragment,Zusammenwirken mit Naturschutzrecht - Ausnahmen (Genehmigungsverfahren) UVP-Behörde,False,False,
TKG_T011_authority_v01,TKG,authority,Bei Frage zu Störung/Leistungsausfall bei Kabel-Internet und Schlichtung: Aufschiebende Wirkung: Muss ich zu Bezirkshauptmannschaft oder zum Gericht?,False,False,
APG_T055_authority_v02,APG,authority,Bei Frage zu Ausgleichszulage (Abgrenzung): Aufschiebende Wirkung: Muss ich zu Finanzamt oder zum Gericht?,False,False,
StGB_T017_fragment_v01,StGB,fragment,Sachbeschädigung an E-Bike - Fristen im Jänner 2026 (gemäß StGB),True,True,StGB
FAGG_T031_keyword_v01,FAGG,keyword,frage rücksendekosten rückerstattung online bestellung laptop sanktionen steyr 1750eur persönlich schalter verfahren beschwerde (nach FAGG),True,True,FAGG
GewO_T028_authority_v03,GewO,authority,Nebenrechte und Hilfsgewerbe - Zuständigkeit: Wie bringe ich das bei Magistrat ein (Form/Frist)?,False,False,
AWG_T022_authority_v02,AWG,authority,Bei Rechtsmittel zu Kontrollen durch Behörde: Muss ich zu VfGH oder zum Gericht?,False,False,
KBGG_T010_nl_long_v01,KBGG,nl_long,"Sachverhalt (Innsbruck, vor einem Monat): Wechsel des Bezugs zwischen Elternteilen und Auszahlung. Beteiligte: Beschuldigte:r vs Telekom-Anbieter. Betrag: 19900 EUR. Unklar ist die Zuständigkeit (Landesverwaltungsgericht oder Gericht). Welche Rechtslage gilt und welche Schritte sind sinnvoll?",False,False,
ElWOG_T017_authority_v01,ElWOG,authority,Welche Stelle ist zuständig bei Netzzugang: Frage zu Einspeisung Photovoltaik und Netz: Sanktionen (z.B. E-Control)?,False,False,
ArbVG_T051_fragment_v03,ArbVG,fragment,Mitbestimmung bei Urlaub - Kosten/Gebühren frist (nach ArbVG),True,True,ArbVG
ABGB_T039_procedural_v01,ABGB,procedural,"Wie läuft das Verfahren bei Gewährleistung bei E-Bike wegen unvollständiger Lieferung ab (Frist, Antrag, Nachweise, Kosten)?",False,False,
AVRAG_T022_scenario_v01,AVRAG,scenario,Sachverhalt: Kurzfall: Frage zu Haftung bei Unterentlohnung: Fristen - Lenker:in (Bregenz) vs Arztpraxis. Kontakt über Chat. Frage: Welche Rechtsfolgen drohen bei Verstoß?,False,False,
VStG_T046_fragment_v02,VStG,fragment,Frage zu Verwaltungsstrafe wegen Falschparken und Rechtsmittel: Form/Antrag (Geldstrafe) 240eur,False,False,
KAKuG_T058_nl_short_v03,KAKuG,nl_short,Patientenanwaltschaft einschalten: Voraussetzungen: Behörde oder Gericht? (gemäß KAKuG),True,True,KAKuG
SPG_T036_nl_long_v02,SPG,nl_long,Ich bin Kund:in in Krems. vor einem Monat gab es mit Schule ein Problem: Anhaltung/Anhaltung von Personen: Kosten/Gebühren. Betrag: 4800 EUR. Kontakt über Webformular. Belege: Kontoauszug. Es liegt ein Schreiben/Bescheid von Landesverwaltungsgericht vor. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
EKHG_T043_authority_v02,EKHG,authority,Halterhaftung vs Lenkerhaftung bei Unfall mit E-Scooter - Verjährung (Personenschaden): Wie bringe ich das bei Finanzamt ein (Form/Frist)?,False,False,
StVO_T031_nl_long_v02,StVO,nl_long,"Ich bin Kund:in in St. Pölten. heute gab es mit Polizei ein Problem: Pflichten im Straßenverkehr bei Falschparken in bei Radfahrstreifen und Sonderregeln (Probezeit) - Nachweise/Beweise. Es geht um 1200 EUR. Kontakt über persönlich am Schalter. Nachweis: Gutachten. Unklar ist die Zuständigkeit (Bezirkshauptmannschaft oder Gericht). Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
ECG_T015_nl_long_v03,ECG,nl_long,"Sachverhalt (Wien, im Sommer 2026): Haftung zu Haftung für Nutzerkommentare auf Vereinswebsite. Beteiligte: Aktionär:in vs Bank. Belege: Vertrag. (Notice-and-Takedown) Es liegt ein Schreiben/Bescheid von Landesverwaltungsgericht vor. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?",False,False,
BAO_T029_scenario_v02,BAO,scenario,Fall: Kurzfall: Abgabenbescheid: Beschwerde: Zustellung - Nachbar:in (Wels) vs Bank. Kontakt über Einschreiben. Es geht um 150 EUR. Stichwort: Umsatzsteuer. Welche Fristen und welches Verfahren sind zu beachten?,False,False,
AußStrG_T032_scenario_v02,AußStrG,scenario,"Kontext: Sachverhalt (Wien, vor 18 Monaten): Verlassenschaft/Erbrechtliche Abhandlung: Haftung. Beteiligte: Geschäftsführer:in vs Verfahrenspartei. Es geht um 780 EUR. Belege: Gutachten. Unklar ist die Zuständigkeit (Bezirksgericht oder Gericht). Welche Fristen und welches Verfahren sind zu beachten? (Frist/Zuständigkeit/Nachweis)",False,False,
SMG_T041_keyword_v01,SMG,keyword,anzeige rechte polizeikontrolle nachweise beweise salzburg 380eur hotline mail korrespondenz vor verfahren beschwerde,False,False,
VersG_T015_authority_v01,VersG,authority,Bei Untersagung einer Versammlung und Rechtsschutz: Nachweise/Beweise - Spontanversammlung: Muss ich zu Polizei oder zum Gericht? (gemäß VersG),True,True,VersG
MeldeG_T028_scenario_v02,MeldeG,scenario,"Kontext: Sachverhalt (Spittal an der Drau, vor 12 Monaten): Hauptwohnsitz anmelden nach Umzug - Rechtsmittel. Beteiligte: Lenker:in vs Werkstatt. Betrag: 450 EUR. Nachweis: Lieferschein. Es liegt ein Schreiben/Bescheid von Landesgericht vor. Welche Regelungen sind einschlägig? (Frist/Zuständigkeit/Nachweis)",False,False,
SH-GG_T008_keyword_v03,SH-GG,keyword,anrechnung einkommen vermögen sozialhilfe nichtanrechnung schmerzensgeld ausnahmen klagenfurt 240eur chat rechnung bescheid frist,False,False,
KartG_T021_nl_short_v03,KartG,nl_short,Frage zu Zuständigkeit Kartellgericht/BWB: Verjährung: was sind die Voraussetzungen?,False,False,
ABGB_T028_nl_long_v02,ABGB,nl_long,"Sachverhalt (St. Pölten, kurz vor Jahresende 2025): Gewährleistung bei Smartphone wegen Lieferverzug. Beteiligte: Fahrzeughalter:in vs Reiseveranstalter. Betrag: 7900 EUR. Nachweis: Bescheid. Stichwort: Schadenersatz. Welche Rechtslage gilt und welche Schritte sind sinnvoll?",False,False,
APG_T024_nl_short_v03,APG,nl_short,Was kann ich bei Frage zu Pensionskonto: Kontogutschriften prüfen: Nachweise/Beweise tun?,False,False,
FinStrG_T058_authority_v03,FinStrG,authority,Bei Geldstrafe und Ersatzfreiheitsstrafe - Durchsetzung: Muss ich zu Finanzamt oder zum Gericht?,False,False,
UGB_T032_procedural_v02,UGB,procedural,Bei Zahlungsverzug im B2B-Geschäft: Mahnspesen: Durchsetzung: Welche Rechtsmittel gibt es und hat eine Beschwerde aufschiebende Wirkung?,False,False,
ZPO_T014_fragment_v03,ZPO,fragment,Kostenrisiko/Prozesskostenersatz bei Zahlungsverzug: Form/Antrag Feldkirch,False,False,
VKG_T013_scenario_v01,VKG,scenario,Kontext: Ich bin Kund:in in Spittal an der Drau. vor einem Monat gab es mit Arbeitgeber:in ein Problem: Kündigungs-/Entlassungsschutz in der Väterkarenz und Anspruchsvoraussetzungen. Welche Regelungen sind einschlägig? (Frist/Zuständigkeit/Nachweis),False,False,
PSG_T019_scenario_v03,PSG,scenario,Kontext: im Februar 2026 in Bregenz: Anfechtung von Stiftungsbeschlüssen: Nachweise/Beweise. Belege: Fotos. Welche Rechte und Pflichten bestehen? (Frist/Zuständigkeit/Nachweis),False,False,
VwGVG_T048_fragment_v01,VwGVG,fragment,Beschwerde an das Landesverwaltungsgericht: Begründung: Aufschiebende Wirkung im Frühjahr 2026 unter Bezug auf VwGVG,True,True,VwGVG
FAGG_T047_authority_v02,FAGG,authority,Frage zu Rücksendekosten und Rückerstattung bei Online-Bestellung von Streaming-Abo: Nachweise/Beweise: Zuständigkeit Landesverwaltungsgericht vs Gericht - und welche Frist?,False,False,
ZustG_T058_nl_long_v01,ZustG,nl_long,"Ich bin Beschuldigte:r in Steyr. im Februar 2026 gab es mit Werkstatt ein Problem: Wiedereinsetzung wegen Zustellproblemen: Form/Antrag. Es geht um 380 EUR. Kontakt über Chat. Dokumentiert durch Fotos. Es liegt ein Schreiben/Bescheid von Landesgericht vor. Welche Voraussetzungen sind relevant, welche Nachweise brauche ich und wo ist einzubringen?",False,False,
StbG_T034_keyword_v01,StbG,keyword,frage einbürgerung trotz strafregister verjährung leoben 7900eur einschreiben bescheid februar 2026 nachweis kosten,False,False,
WRG_T044_authority_v02,WRG,authority,Frage zu Hochwasserschutz und Maßnahmen: Zustellung (Uferstreifen): Wie bringe ich das bei VfGH ein (Form/Frist)?,False,False,
VwGG_T058_nl_short_v03,VwGG,nl_short,Gibt es bei Aufschiebende Wirkung zu Außerordentliche Revision Ausnahmen?,False,False,
AlVG_T046_nl_long_v02,AlVG,nl_long,"im Sommer 2026 in Graz: Meldepflicht beim AMS und Termine - Verjährung. Dokumentiert durch Vertrag. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
UStG_T042_nl_short_v03,UStG,nl_short,Gutschriftverfahren und Storno - Aufschiebende Wirkung: was sind die Voraussetzungen,False,False,
KJBG_T037_keyword_v01,KJBG,keyword,frage nachtarbeit überstundenverbot 15 16 jahren bau haftung wien 240eur chat bescheid frist (gemäß KJBG),True,True,KJBG
IO_T009_fragment_v02,IO,fragment,Frage zu Privatinsolvenz/Schuldenregulierung: Nachweise/Beweise zuständig,False,False,
WRG_T035_nl_short_v03,WRG,nl_short,Frage zu Hochwasserschutz und Maßnahmen: Haftung - Wasserrecht - brauche ich einen Antrag/Nachweis?,False,False,
APG_T007_nl_long_v02,APG,nl_long,Ich bin Kund:in in Bregenz. letzte Woche gab es mit Schule ein Problem: Frage zu Pensionskonto: Kontogutschriften prüfen: Form/Antrag. Es geht um 7900 EUR. Kontakt über Chat. Es liegt ein Schreiben/Bescheid von Landesgericht vor. Welche Ansprüche/Rechtsfolgen kommen in Betracht und welche Fristen laufen?,False,False,
ArbVG_T002_scenario_v02,ArbVG,scenario,Fall: Ich bin Mieter:in in Linz. im Frühjahr 2026 gab es mit Schule ein Problem: Kontrollmaßnahmen/Datenschutz im Betrieb und Kontrollmaßnahmen - Zuständigkeit. Kontakt über persönlich am Schalter. Dokumentiert durch Rechnung. Welche Regelungen sind einschlägig?,False,False,
ECG_T028_nl_short_v03,ECG,nl_short,Sanktionen zu E-Commerce: Informationspflichten bei Social-Media-Seite - was gilt?,False,False,
ABGB_T025_keyword_v01,ABGB,keyword,rückforderung irrtümlichen ratenzahlung amstetten 5200eur persönlich schalter mail korrespondenz vor 3 verfahren beschwerde,False,False,
SMG_T034_scenario_v03,SMG,scenario,Sachverhalt: Ich bin Lenker:in in Krems. vor 18 Monaten gab es mit Online-Shop ein Problem: Suchtmittelbesitz für Eigengebrauch: Folgen - Nachweise/Beweise. Es liegt ein Schreiben/Bescheid von Landesgericht vor. Stichwort: Therapie. Frage: Welche Rechtsfolgen drohen bei Verstoß?,False,False,
KJBG_T019_scenario_v02,KJBG,scenario,"Kontext: Sachverhalt (Amstetten, vor einem Monat): Frage zu Praktikum/Ferialjob: Bewilligungspflicht: Zustellung. Beteiligte: Lenker:in vs Bank. Betrag: 2300 EUR. Belege: Fotos. Welche Rechtsfolgen drohen bei Verstoß? (Frist/Zuständigkeit/Nachweis)",False,False,
FAGG_T044_nl_short_v01,FAGG,nl_short,Frage zu Rücksendekosten und Rückerstattung bei Online-Bestellung von Waschmaschine: Zustellung: Behörde oder Gericht?,False,False,
ZPO_T022_procedural_v03,ZPO,procedural,"Welche Formvorschriften gelten bei Zivilprozess: Klage wegen Schadenersatz und Fristen: Kosten/Gebühren (schriftlich, Frist, Begründung)?",False,False,
UG_T021_authority_v01,UG,authority,Beurlaubung: Zulassung zu Studium und Fristen - Durchsetzung: Zuständigkeit Studienpräses vs Gericht - und welche Frist?,False,False,
NAG_T021_fragment_v01,NAG,fragment,Rot-Weiß-Rot Karte: Frage zu Rot-Weiß-Rot Karte: Voraussetzungen: Kosten/Gebühren Bregenz,False,False,
AVG_T056_nl_short_v02,AVG,nl_short,Gibt es bei Verwaltungsverfahren: Parteiengehör bei Gastgewerbeberechtigung - Haftung Ausnahmen?,False,False,
AVG_T022_procedural_v01,AVG,procedural,Verwaltungsverfahren: Parteiengehör bei Meldezettel - Zuständigkeit: Zuständigkeit und Verfahrensschritte (Antrag/Bescheid/Beschwerde).,False,False,
VfGG_T004_scenario_v01,VfGG,scenario,Kontext: Kurzfall: Frage zu Aufschiebende Wirkung/Provisorische Maßnahmen: Voraussetzungen - Kund:in (Schwechat) vs Versicherung. Kommunikation via Einschreiben. Betrag: 380 EUR. Welche Rechte und Pflichten bestehen? (Frist/Zuständigkeit/Nachweis),False,False,
VKG_T036_nl_short_v01,VKG,nl_short,gibt es bei karenzverlängerung: teilung der karenz zwischen elternteilen: karenz im anschluss an mutterschutz und nachweise ausnahmen?,False,False,
BWG_T035_fragment_v01,BWG,fragment,Frage zu Verbraucherkredit (Abgrenzung VKrG): Kosten/Gebühren 1200eur,False,False,
UrhG_T041_keyword_v01,UrhG,keyword,lizenzen creative commons richtig nutzen feldkirch 80eur chat bescheid vor 12 (gemäß UrhG),True,True,UrhG
DSG_T003_nl_short_v01,DSG,nl_short,Datenpanne/Meldepflicht bei Fitnessstudio: Form/Antrag: Behörde oder Gericht?,False,False,
FSG_T022_procedural_v03,FSG,procedural,"Fristen zu Führerschein umschreiben (Ausland): Welche Fristen gelten, was sind typische Nachweise und wer entscheidet?",False,False,
SH-GG_T056_keyword_v01,SH-GG,keyword,anrechnung einkommen vermögen sozialhilfe wohnkostenpauschale linz 380eur persönlich schalter rechnung kurz,False,False,
NoVAG_T003_procedural_v02,NoVAG,procedural,Bei Verjährung zu Strafen bei falscher NoVA-Angabe: Welche Rechtsmittel gibt es und hat eine Beschwerde aufschiebende Wirkung? (gemäß NoVAG),True,True,NoVAG
APG_T039_nl_short_v02,APG,nl_short,Was kann ich bei Frage zu Alterspension: Antrittsalter: Verjährung (Durchrechnungszeitraum) tun?,False,False,
VwGVG_T043_scenario_v03,VwGVG,scenario,Sachverhalt: Kurzfall: Mündliche Verhandlung vor dem Verwaltungsgericht und Begründung: Verjährung - Beschuldigte:r (Linz) vs Bezirkshauptmannschaft. Kommunikation via Telefon. Frage: Welche Ansprüche kann ich geltend machen?,False,False,
EKHG_T026_keyword_v01,EKHG,keyword,haftung verkehrsunfall zwischen lkw pkw rechtsmittel linz 19900eur hotline agb auszug bescheid frist,False,False,
ArbVG_T049_authority_v02,ArbVG,authority,Bei Kontrollmaßnahmen/Datenschutz im Betrieb und Kontrollmaßnahmen: Muss ich zu Magistrat oder zum Gericht?,False,False,
UrhG_T005_nl_long_v03,UrhG,nl_long,"Kurzfall: Lizenzen (Creative Commons) richtig nutzen: Form/Antrag - Fahrzeughalter:in (Villach) vs Schule. Kommunikation via E-Mail. Wie gehe ich praktisch vor (Frist, Zuständigkeit, Beweise, Kosten)?",False,False,
WaffG_T016_keyword_v02,WaffG,keyword,strafen verstößen verjährung wiener neustadt 240eur online portal mietvertrag vor 12 nachweis kosten,False,False,
ZPO_T026_authority_v01,ZPO,authority,Zivilprozess: Klage wegen Kautionsrückzahlung und Vergleich: Verjährung: Wie bringe ich das bei Bezirkshauptmannschaft ein (Form/Frist)?,False,False,
StVO_T004_keyword_v01,StVO,keyword,pflichten straßenverkehr rotlichtverstoß baustelle sonderregeln probezeit nachweise beweise wien 150eur einschreiben verfahren beschwerde,False,False,
FSG_T034_nl_short_v02,FSG,nl_short,Welche Rechte/Pflichten habe ich bei Vormerksystem: Beschwerde gegen Entziehungsbescheid?,False,False,
ASVG_T050_fragment_v03,ASVG,fragment,Arbeitsunfall: Leistungen: Sanktionen (Unfallversicherung) beschwerde,False,False,
GewO_T045_fragment_v03,GewO,fragment,Gewerbe in Wohnung/Homeoffice: Zulässigkeit - Zustellung VwGH,False,False,
AngG_T035_scenario_v01,AngG,scenario,Sachverhalt: Kurzfall: Rückzahlung von Ausbildungskosten - Verjährung - Arbeitnehmer:in (Wels) vs Schule. Frage: Welche Rechtsfolgen drohen bei Verstoß?,False,False,
KFG_T045_scenario_v01,KFG,scenario,Sachverhalt: Ich bin Opfer in Dornbirn. Anfang Dezember 2025 gab es mit Versicherung ein Problem: Halterpflichten und Inbetriebnahme - Fristen. Es geht um 2300 EUR. Kommunikation via Online-Portal. Nachweis: Lieferschein. Es liegt ein Schreiben/Bescheid von Magistrat vor. Frage: Welche Ansprüche kann ich geltend machen?,False,False,
GrEStG_T001_nl_short_v03,GrEStG,nl_short,Grunderwerbsteuer bei Schenkung/Erbschaft: Zuständigkeit: Behörde oder Gericht? (gemäß GrEStG),True,True,GrEStG
FSG_T059_nl_short_v01,FSG,nl_short,Verjährung zu Entzug der Lenkberechtigung nach Alkohol/Drogen: Behörde oder Gericht?,False,False,
DSG_T037_scenario_v01,DSG,scenario,gestern in Linz: Videoüberwachung und Datenschutz in Geschäftslokal: Durchsetzung. Nachweis: Antrag. Welche Regelungen sind einschlägig? - bitte mit Hinweis zu Fristen und Zuständigkeit. - DSG,True,True,DSG
UStG_T037_keyword_v01,UStG,keyword,innerhalb dreiecksgeschäft kosten gebühren krems 450eur online portal rechnung vor 6 verfahren beschwerde (nach ustg),True,True,UStG
